Bib,Catalog,Normalized,Name,Different?,IRI,LC ID
11812405,https://search.library.yale.edu/catalog/11812405,enriquez de guzman luis conde de alba de liste,"Enríquez de Guzmán, Luis, conde de Alba de Liste.",,http://id.loc.gov/authorities/names/nr93009708,http://id.loc.gov/authorities/names/nr93009708
11941787,https://search.library.yale.edu/catalog/11941787,orange james civil rights worker,"Orange, James (Civil rights worker)",,http://id.loc.gov/authorities/names/n2017011554,http://id.loc.gov/authorities/names/n2017011554
11997127,https://search.library.yale.edu/catalog/11997127,skues g e m george edward mackenzie,"Skues, G. E. M. (George Edward Mackenzie)",,http://id.loc.gov/authorities/names/n85242261,http://id.loc.gov/authorities/names/n85242261
12000358,https://search.library.yale.edu/catalog/12000358,sicre j p jean-pierre,"Sicre, J. P. (Jean-Pierre)",,http://id.loc.gov/authorities/names/n83328069,http://id.loc.gov/authorities/names/n83328069
12063958,https://search.library.yale.edu/catalog/12063958,kelley george george f,"Kelley, George (George F.)",,http://id.loc.gov/authorities/names/n93025404,http://id.loc.gov/authorities/names/n93025404
12250638,https://search.library.yale.edu/catalog/12250638,smith henry l,"Smith, Henry L.",,http://id.loc.gov/authorities/names/no2018031799,http://id.loc.gov/authorities/names/no2018031799
12305158,https://search.library.yale.edu/catalog/12305158,levett yeats s sidney,"Levett Yeats, S. (Sidney)",,http://id.loc.gov/authorities/names/no96016405,http://id.loc.gov/authorities/names/no96016405
12306537,https://search.library.yale.edu/catalog/12306537,simpson m c m mary charlotte mair,"Simpson, M. C. M. (Mary Charlotte Mair)",,http://id.loc.gov/authorities/names/nr89012907,http://id.loc.gov/authorities/names/nr89012907
12317013,https://search.library.yale.edu/catalog/12317013,daniels j m james maurice,"Daniels, J. M. (James Maurice)",,http://id.loc.gov/authorities/names/n83826666,http://id.loc.gov/authorities/names/n83826666
12368011,https://search.library.yale.edu/catalog/12368011,bourdin henri l henri louis,"Bourdin, Henri L. (Henri Louis)",,http://id.loc.gov/authorities/names/nr97042406,http://id.loc.gov/authorities/names/nr97042406
12445864,https://search.library.yale.edu/catalog/12445864,cohen thomas musician,"Cohen, Thomas (Musician)",,http://id.loc.gov/authorities/names/no2016049477,http://id.loc.gov/authorities/names/no2016049477
12464654,https://search.library.yale.edu/catalog/12464654,santa claus,Santa Claus.,,http://id.loc.gov/authorities/subjects/sh85117361,http://id.loc.gov/authorities/subjects/sh85117361
12466994,https://search.library.yale.edu/catalog/12466994,pearson henry b henry bromfield,"Pearson, Henry B. (Henry Bromfield)",,http://id.loc.gov/authorities/names/nr98034919,http://id.loc.gov/authorities/names/nr98034919
12499954,https://search.library.yale.edu/catalog/12499954,tippitt wm h william h,"Tippitt, Wm. H. (William H.)",,http://id.loc.gov/authorities/names/n87935795,http://id.loc.gov/authorities/names/n87935795
12506302,https://search.library.yale.edu/catalog/12506302,schoolcraft henry rowe mrs,"Schoolcraft, Henry Rowe, Mrs.",,http://id.loc.gov/authorities/names/n50002815,http://id.loc.gov/authorities/names/n50002815
12540511,https://search.library.yale.edu/catalog/12540511,paramore edward e jr,"Paramore, Edward E., Jr.",,http://id.loc.gov/authorities/names/no89006206,http://id.loc.gov/authorities/names/no89006206
12658656,https://search.library.yale.edu/catalog/12658656,catling b brian,"Catling, B. (Brian)",,http://id.loc.gov/authorities/names/no91007493,http://id.loc.gov/authorities/names/no91007493
12660240,https://search.library.yale.edu/catalog/12660240,winternitz m c milton c,"Winternitz, M. C. (Milton C.)",,http://id.loc.gov/authorities/names/nr91011520,http://id.loc.gov/authorities/names/nr91011520
12667504,https://search.library.yale.edu/catalog/12667504,kinsall a ray al ray,"Kinsall, A. Ray (Al Ray)",,http://id.loc.gov/authorities/names/no2001094364,http://id.loc.gov/authorities/names/no2001094364
12719786,https://search.library.yale.edu/catalog/12719786,apollonius of perga,"Apollonius, of Perga.",,http://id.loc.gov/authorities/names/n84003189,http://id.loc.gov/authorities/names/n84003189
12861240,https://search.library.yale.edu/catalog/12861240,hall wm ham william hammond,"Hall, Wm. Ham. (William Hammond)",,http://id.loc.gov/authorities/names/n88071730,http://id.loc.gov/authorities/names/n88071730
12887910,https://search.library.yale.edu/catalog/12887910,alexander de villa dei,"Alexander, de Villa Dei.",,http://id.loc.gov/authorities/names/n87113424,http://id.loc.gov/authorities/names/n87113424
12900692,https://search.library.yale.edu/catalog/12900692,evrard de bethune,"Evrard, de Béthune.",,http://id.loc.gov/authorities/names/nr89011697,http://id.loc.gov/authorities/names/nr89011697
13049998,https://search.library.yale.edu/catalog/13049998,wagner t s thomas s,"Wagner, T. S. (Thomas S.)",,http://id.loc.gov/authorities/names/n88080140,http://id.loc.gov/authorities/names/n88080140
13292063,https://search.library.yale.edu/catalog/13292063,crosby j w,"Crosby, J. W.",,http://id.loc.gov/authorities/names/n83155083,http://id.loc.gov/authorities/names/n83155083
13297694,https://search.library.yale.edu/catalog/13297694,david king of israel,"David, King of Israel.",,http://id.loc.gov/authorities/names/n79055293,http://id.loc.gov/authorities/names/n79055293
13387237,https://search.library.yale.edu/catalog/13387237,smith g f george franklin,"Smith, G. F. (George Franklin)",,http://id.loc.gov/authorities/names/nr95006145,http://id.loc.gov/authorities/names/nr95006145
13585683,https://search.library.yale.edu/catalog/13585683,enoch biblical figure,Enoch (Biblical figure),,http://id.loc.gov/authorities/names/n83173222,http://id.loc.gov/authorities/names/n83173222
13585683,https://search.library.yale.edu/catalog/13585683,hermes trismegistus,"Hermes, Trismegistus.",,http://id.loc.gov/authorities/names/n80133312,http://id.loc.gov/authorities/names/n80133312
13615691,https://search.library.yale.edu/catalog/13615691,fellowes w d william dorset,"Fellowes, W. D. (William Dorset)",,http://id.loc.gov/authorities/names/nr95019076,http://id.loc.gov/authorities/names/nr95019076
13676941,https://search.library.yale.edu/catalog/13676941,sherman a j ari joshua,"Sherman, A. J. (Ari Joshua)",,http://id.loc.gov/authorities/names/n79007242,http://id.loc.gov/authorities/names/n79007242
13678779,https://search.library.yale.edu/catalog/13678779,kryss t l tom l,"Kryss, T. L. (Tom L.)",,http://id.loc.gov/authorities/names/n86014797,http://id.loc.gov/authorities/names/n86014797
13894508,https://search.library.yale.edu/catalog/13894508,juan don legendary character,"Juan, Don (Legendary character)",,http://id.loc.gov/authorities/names/n2016019014,http://id.loc.gov/authorities/names/n2016019014
13927717,https://search.library.yale.edu/catalog/13927717,harris t s thompson s,"Harris, T. S. (Thompson S.)",,http://id.loc.gov/authorities/names/nr00026810,http://id.loc.gov/authorities/names/nr00026810
14106263,https://search.library.yale.edu/catalog/14106263,brune francis f,"Brune, Francis F.",,http://id.loc.gov/authorities/names/no2021088376,http://id.loc.gov/authorities/names/no2021088376
14483856,https://search.library.yale.edu/catalog/14483856,goss n s nathaniel s,"Goss, N. S. (Nathaniel S.)",,http://id.loc.gov/authorities/names/n80023184,http://id.loc.gov/authorities/names/n80023184
14485576,https://search.library.yale.edu/catalog/14485576,clayton j e joshua elliot,"Clayton, J. E. (Joshua Elliot)",,http://id.loc.gov/authorities/names/n2001079248,http://id.loc.gov/authorities/names/n2001079248
14533705,https://search.library.yale.edu/catalog/14533705,clawson h b hiram b,"Clawson, H. B. (Hiram B.)",,http://id.loc.gov/authorities/names/nr88009498,http://id.loc.gov/authorities/names/nr88009498
6790163,https://search.library.yale.edu/catalog/6790163,thiebault adolphe baron,"Thiébault, Adolphe, baron.",,http://id.loc.gov/authorities/names/n88125190,http://id.loc.gov/authorities/names/n88125190
7040191,https://search.library.yale.edu/catalog/7040191,pied piper of hamelin legendary character,Pied Piper of Hamelin (Legendary character),,http://id.loc.gov/authorities/subjects/sh85102034,http://id.loc.gov/authorities/subjects/sh85102034
7041173,https://search.library.yale.edu/catalog/7041173,falstaff john sir fictitious character,"Falstaff, John, Sir (Fictitious character)",,http://id.loc.gov/authorities/subjects/sh88001749,http://id.loc.gov/authorities/subjects/sh88001749
7041389,https://search.library.yale.edu/catalog/7041389,leander greek mythology,Leander (Greek mythology),,http://id.loc.gov/authorities/subjects/sh85075509,http://id.loc.gov/authorities/subjects/sh85075509
7041464,https://search.library.yale.edu/catalog/7041464,roland legendary character,Roland (Legendary character),,http://id.loc.gov/authorities/subjects/sh85114855,http://id.loc.gov/authorities/subjects/sh85114855
7769850,https://search.library.yale.edu/catalog/7769850,powys gertrude m gertrude mary,"Powys, Gertrude M. (Gertrude Mary)",,http://id.loc.gov/authorities/names/nr90000571,http://id.loc.gov/authorities/names/nr90000571
8559196,https://search.library.yale.edu/catalog/8559196,adams thomas of alnwick,"Adams, Thomas, of Alnwick.",,http://id.loc.gov/authorities/names/nb2009009058,http://id.loc.gov/authorities/names/nb2009009058
9331249,https://search.library.yale.edu/catalog/9331249,adams thomas of alnwick,"Adams, Thomas, of Alnwick.",,http://id.loc.gov/authorities/names/nb2009009058,http://id.loc.gov/authorities/names/nb2009009058
12358022,https://search.library.yale.edu/catalog/12358022,goodricke john sir,"Goodricke, John, Sir.",,http://id.loc.gov/authorities/names/n80017138,http://id.loc.gov/authorities/names/n80017138
