Select,XPath,Examples
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:title/bf:Title/bf:partNumber,"28
1
1st Amendment"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:title/bf:Title/bflc:nonSortNum,"3
4
1"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bflc:marcKey,"60010$aShakespeare, William,$d1564-1616.$tTempest.
60010$aGoethe, Johann Wolfgang von,$d1749-1832.$tFaust.
60010$aUndset, Sigrid,$d1882-1949.$tKristin Lavransdatter."
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:legalDate,"1878
1985
1938"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:language/bf:Language/rdfs:label,"Syriac
Japanese & Chinese
Arabic (Judeo-Arabic)"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:musicMedium/bf:MusicMedium/rdfs:label,"piano
strings
violin, piano"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:originDate,"1893/94
1763
1688"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:identifiedBy/bf:Identifier/rdf:value,"fst01368880
fst01356172
fst01788478"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:identifiedBy/bf:Identifier/bf:source/bf:Source/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:source/bf:Source/bf:code,fast
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:version,"Brady-Tate
Compositions
Hadrach"
,/rdf:RDF/bf:Work/bf:subject/bf:Hub/bf:musicKey,"D minor
C# minor"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/rdf:type,http://www.loc.gov/mads/rdf/v1#Geographic
,/rdf:RDF/bf:Work/bf:subject/bf:Place/rdfs:label,"Tintaya Mine (Peru)
Crossroads (South Africa)
Range Site (Ill.)"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:authoritativeLabel,"Tintaya Mine (Peru)
Crossroads (South Africa)
Range Site (Ill.)"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/subjects
,/rdf:RDF/bf:Work/bf:subject/bf:Place/bf:source/bf:Source/bf:code,"691 % SP2.
691 % SP2
691 % SP10"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/bf:identifiedBy/bf:Identifier/rdf:value,"4009937-4
D014583
D009518"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/bf:identifiedBy/bf:Identifier/bf:source/bf:Source/bf:code,"DE-588
DNLM"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:componentList/madsrdf:Geographic/madsrdf:authoritativeLabel,"London (England)
Royal Academy of Arts"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:componentList/madsrdf:Country/rdfs:label,United States
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:componentList/madsrdf:State/rdfs:label,New York (State)
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:componentList/madsrdf:County/rdfs:label,"New York
Washington County
Albany County"
,/rdf:RDF/bf:Work/bf:subject/bf:Place/madsrdf:componentList/madsrdf:City/rdfs:label,Williston
,/rdf:RDF/bf:Work/bf:subject/bf:Temporal/rdf:type,http://www.loc.gov/mads/rdf/v1#Temporal
,/rdf:RDF/bf:Work/bf:subject/bf:Temporal/rdfs:label,"1900-1999
1766 - 1122 B.C.
1865-1898"
,/rdf:RDF/bf:Work/bf:subject/bf:Temporal/madsrdf:authoritativeLabel,"1900-1999
1766 - 1122 B.C.
1865-1898"
,/rdf:RDF/bf:Work/bf:subject/bf:Temporal/bf:source/bf:Source/bf:code,swd
,/rdf:RDF/bf:Work/bf:subject/bf:Temporal/bf:identifiedBy/bf:Identifier/rdf:value,241924731
,/rdf:RDF/bf:Work/bf:subject/bf:Temporal/bf:identifiedBy/bf:Identifier/bf:source/bf:Source/bf:code,NL-LeOCL
,/rdf:RDF/bf:Work/bf:subject/bf:Event/rdfs:label,"World War (1914-1918)
Boston Massacre (1770)
American Revolution (United States : 1775-1783)"
,/rdf:RDF/bf:Work/bf:subject/bf:Event/madsrdf:authoritativeLabel,"World War (1914-1918)
Boston Massacre (1770)
American Revolution (United States : 1775-1783)"
,/rdf:RDF/bf:Work/bf:subject/bf:Event/bf:source,http://id.loc.gov/vocabulary/subjectSchemes/fast
,/rdf:RDF/bf:Work/bf:subject/bf:Event/bflc:marcKey,"647 7$aWorld War$d(1914-1918)$2fast$0(OCoLC)fst01180746
647 7$aBoston Massacre$d(1770)$2fast$0(OCoLC)fst00836805
647 7$aAmerican Revolution$c(United States :$d1775-1783)$2fast$0(OCoLC)fst01351668"
,/rdf:RDF/bf:Work/bf:subject/bf:Person/rdf:type,http://id.loc.gov/ontologies/bflc/Uncontrolled
,/rdf:RDF/bf:Work/bf:subject/bf:Person/rdfs:label,"Financial policy, Soviet Union
economic conditions, Soviet Union
Gao Gang"
,/rdf:RDF/bf:Work/bf:subject/bf:Organization/rdf:type,http://id.loc.gov/ontologies/bflc/Uncontrolled
,/rdf:RDF/bf:Work/bf:subject/bf:Organization/rdfs:label,"Black Panther Party, Oakland, CA
Student Nonviolent Coordinating Committee
Southern Christian Leadership Conference"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/rdf:type,http://id.loc.gov/ontologies/bibframe/Electronic
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Human factors
Les peuplades kabyles et les tribus nomades du Sahara
Online book"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:subtitle,"the journal of the Human Factors Society
lecture
kyōdoshi kenkyū zasshi mokuji sōran"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bflc:nonSortNum,"4
3"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:partNumber,"Part B
Appendix 21
Volume 2"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:partName,"Tennessee
Opportunities for Uganda"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:electronicLocator,"http://online.sagepub.com/00187208
http://books.google.com/books?vid=BL:A0022016730
http://books.google.com/books?id=HU1UAAAAcAAJ"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/465047#Work
https://library.yale.edu/data/523471#Work
https://library.yale.edu/data/1948831#Work"
,/rdf:RDF/bf:Work/bf:hasInstance/bf:Instance/bf:note/bf:Note/rdfs:label,"Google_Books
Online book"
,/rdf:RDF/bf:Work/bflc:serialPubType/bflc:SerialPubType/rdfs:label,periodical
,/rdf:RDF/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0352-5600
0742-907X
0022-1295"
,/rdf:RDF/bf:Work/bf:identifiedBy/bf:Issn/bf:assigner/bf:Agent/bf:code,1
,/rdf:RDF/bf:Work/bf:identifiedBy/bf:Issn/bf:status/bf:Status/rdfs:label,"incorrect
canceled"
,/rdf:RDF/bf:Work/bf:identifiedBy/bf:IssnL/rdf:value,"0022-1295
0077-5630
0831-2796"
,/rdf:RDF/bf:Work/bf:identifiedBy/bf:IssnL/bf:assigner/bf:Agent/bf:code,"1
4"
,/rdf:RDF/bf:Work/bf:geographicCoverage/bf:GeographicCoverage/rdf:value,"XA-DE-BW
n-us---"
,/rdf:RDF/bf:Work/bf:geographicCoverage/bf:GeographicCoverage/bf:source/bf:Source/bf:code,"ISO 3166
n-mx-hi"
,/rdf:RDF/bf:Work/bf:geographicCoverage/bf:GeographicCoverage/rdfs:label,"Missouri and Washington.
United States.
England and Wales."
,/rdf:RDF/bf:Work/bf:note/bf:Note/rdf:type,http://id.loc.gov/vocabulary/mnotetype/lang
,/rdf:RDF/bf:Work/bf:note/bf:Note/rdfs:label,"Text in Croatian, English, French, and Russian; summaries in English, Russian, or Croatian; table of contents also in English.
Includes translation"
,/rdf:RDF/bf:Work/bf:note/bf:Note/bflc:appliesTo/bflc:AppliesTo/rdfs:label,"Circular
Manuscripts"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:title/bf:Title/bf:mainTitle,"Migracijske i etničke teme
Vietnam journal (Burlingame, Calif.)
Journal of librarianship and information science"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:title/bf:Title/bf:qualifier,"1960
New Rochelle, N.Y.
1947-1957"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"1333-2546
0961-0006
2194-900X"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Migracijske i etničke teme
Vietnam journal (Burlingame, Calif.)
Journal of librarianship and information science"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"2001234686
sn 93023769
sn 91019195"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"48018237
28624953
23295081"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Isbn/rdf:value,"2995452
2688514"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/722033#Work785-32
https://library.yale.edu/data/486148#Work785-29
https://library.yale.edu/data/720613#Work785-33"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,"Instituto de Antropología, Historia y Geografía
Vi︠a︡rkhoŭny Savet
Geological survey water-supply paper"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1982
winter 1982
1980"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"1752-1793
Kamloops, BC : FORREX, Forum for research and extension in Natural Resources, [2012]-"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Asia Foundation
Universidad de Concepción
Colonial Williamsburg, inc"
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,Forts
,/rdf:RDF/bf:Work/bf:continuedBy/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/8105648#Work
https://library.yale.edu/data/8993274#Work
https://library.yale.edu/data/8980939#Work"
,/rdf:RDF/bf:Work/bf:illustrativeContent/bf:Illustration/rdfs:label,"illustrations
portraits
plates"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/rdfs:label,"Conference papers and proceedings
Festschriften
Biographies"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/rdf:type,http://www.loc.gov/mads/rdf/v1#GenreForm
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/madsrdf:authoritativeLabel,"Early works
Oral histories (document genres)
Markings (Provenance)"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/bf:source/bf:Source/bf:code,"aat
rbprov
rbgenr"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/bflc:applicableInstitution/bf:Agent/bf:code,"CtY-BR
CtY-BA"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/bf:identifiedBy/bf:Identifier/rdf:value,"D020492
http://id.loc.gov/authorities/genreForms/gf2014026297
http://id.loc.gov/authorities/genreForms/gf2014026481"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/bf:identifiedBy/bf:Identifier/bf:source/bf:Source/bf:code,"DNLM
CStmoGRI"
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/subjects
,/rdf:RDF/bf:Work/bf:genreForm/bf:GenreForm/bflc:appliesTo/bflc:AppliesTo/rdfs:label,"rbbin
lcgft"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/rdf:type,http://id.loc.gov/ontologies/bflc/Uncontrolled
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:title/bf:Title/bflc:nonSortNum,0
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:title/bf:Title/bf:mainTitle,"Pediatric primary care
Hu die tu an
E.C.O.W.A.S. and the economic integration of West Africa"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:title/bf:Title/bf:qualifier,"Annual
Paris, 1940-"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0269-5324
0077-7854
0193-6204"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Country profile. Ireland
Neurosciences Research Symposium summaries
Neurosciences Research Program bulletin"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"14202499
57173032
1327170"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"87 656570
2004241638
69015600"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Isbn/rdf:value,"9786074861877
4048726455"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/577716#Work787-39
https://library.yale.edu/data/475696#Work787-38
https://library.yale.edu/data/475696#Work787-39"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:part,"Jan. 17, 1902-Mar. 12, 1914
1999
1960-2000"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"Weimar : Hof-Buchdruckerei, 1883
Baltimore : The Association, 1889-
Urbana, Ill. [etc.] University of Illinois [etc.]"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,"Australian Board of Missions
English ed.
Metric ed."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:hasInstance/bf:Instance/bf:note/bf:Note/rdfs:label,"oai:sil.org:32753
oai:sil.org:32860"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Philosophical Society of the Sudan
Banco Central de Venezuela
Royal Society of Canada"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:partName,"第一辑
人物部份
铁路志"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bf:partNumber,"1982年版　(Supplement)
30
66"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,"Excerpt from
Reprinted from"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/2022800#Work
https://library.yale.edu/data/5269509#Work"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Work/bflc:applicableInstitution/bf:Agent/bf:code,CtY-BR
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:title/bf:Title/bf:mainTitle,"Keats-Shelley journal
Taming of the shrew
Lei ku jing hong. 1980."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:title/bf:Title/bf:partNumber,"Ep. 10.
op. 71
Book 10"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:title/bf:Title/bflc:nonSortNum,"4
3"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:title/bf:Title/bf:partName,"Novísima recopilación de las Leyes de España
Novísima recopilación de las Leyes de Indias
Suttapi.taka."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bflc:marcKey,"7300 $aKeats-Shelley journal.
70011$aShakespeare, William,$d1564-1616.$tTaming of the shrew.
7001 $6880-05$aNi, Kuang.$tLei ku jing hong.$f1980."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/rdf:type,http://id.loc.gov/ontologies/bibframe/Person
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/bflc:marcKey,"70011$aShakespeare, William,$d1564-1616.$tTaming of the shrew.
7001 $6880-05$aNi, Kuang.$tLei ku jing hong.$f1980.
7001 $6880-05$aNi, Kuang.$tXue jian huang jin zhu.$f1981."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/rdfs:label,"Shakespeare, William, 1564-1616
Ni, Kuang"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:contribution/bf:Contribution/bf:role/bf:Role/rdfs:label,"supposed author
author
film director"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:contribution/bf:Contribution/bflc:applicableInstitution/bf:Agent/bf:code,"796
796."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:originDate,"1980
1981
1955"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:language/bf:Language/rdfs:label,"English
German & Syriac"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bflc:applicableInstitution/bf:Agent/bf:code,"796
796."
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:musicMedium/bf:MusicMedium/rdfs:label,"clarinets (2), horns (2), bassoons (2)
string orchestra
piano"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:musicKey,"E♭ major
B♭ major
D major"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:identifiedBy/bf:Issn/rdf:value,"0742-6763
Selections
Musical settings"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:version,"Cradock
Weinbach
Watts"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/bf:legalDate,"1956
1831
1811"
,/rdf:RDF/bf:Work/bf:relatedTo/bf:Hub/rdf:type,http://id.loc.gov/ontologies/bibframe/Arrangement
,/rdf:RDF/bf:Work/bf:musicFormat/bf:MusicFormat/rdfs:label,score
,/rdf:RDF/bf:Work/bf:musicFormat/bf:MusicFormat/bf:source/bf:Source/bf:code,rdafnm
,/rdf:RDF/bf:Work/bf:instrument/bf:MusicInstrument/bf:instrumentalType,"woodwind
keyboard"
,/rdf:RDF/bf:Work/bf:instrument/bf:MusicInstrument/rdfs:label,"flute
piano
clarinet"
,/rdf:RDF/bf:Work/bf:instrument/bf:MusicInstrument/bf:count,1
,/rdf:RDF/bf:Work/bf:instrument/bf:MusicInstrument/bf:source/bf:Source,http://id.loc.gov/vocabulary/musiccodeschemes/marcmusperf
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:contribution/bf:Contribution/rdf:type,http://id.loc.gov/ontologies/bibframe/PrimaryContribution
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/rdf:type,http://id.loc.gov/ontologies/bibframe/Person
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/bflc:marcKey,"1001 $aCzerny, Carl,$d1791-1857.
1001 $aTschulik, Norbert.
1001 $aHeine, Heinrich,$d1797-1856."
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/rdfs:label,"Czerny, Carl, 1791-1857
Tschulik, Norbert
Heine, Heinrich, 1797-1856"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/bf:identifiedBy/bf:Identifier/rdf:value,http://id.loc.gov/authorities/names/n79107744
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:contribution/bf:Contribution/bf:role/bf:Role/rdfs:label,"author
composer"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:title/bf:Title/bf:mainTitle,"Duets, flute, piano, op. 129, G major
Franz Schmidt. English
Doktor Faust. 1851."
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:title/bf:Title/bf:partNumber,"op. 129
HWV 295
op. 47"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:title/bf:Title/bf:partName,"Vinayapiṭaka
Mūlasarvāstivādavinaya
Vinayavastu"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:title/bf:Title/bflc:nonSortNum,"3
2"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:musicMedium/bf:MusicMedium/rdfs:label,"flute, piano
organ, orchestra
piano"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:musicKey,"G major
F major
G minor"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bflc:marcKey,"1001 $aCzerny, Carl,$d1791-1857.$tDuets,$mflute, piano,$nop. 129,$rG major
1001 $aTschulik, Norbert.$tFranz Schmidt.$lEnglish
1001 $aHeine, Heinrich,$d1797-1856.$tDoktor Faust.$f1851."
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:language/bf:Language/rdfs:label,"English
Nyanja"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:originDate,"1851
1983
1980"
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/rdf:type,http://id.loc.gov/ontologies/bibframe/Arrangement
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:version,Vocal score
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:expressionOf/bf:Hub/bf:title/bf:Title/bf:mainTitle,Liturgy and ritual
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:expressionOf/bf:Hub/bflc:marcKey,1102 $aCatholic Church.$tLiturgy and ritual.
,/rdf:RDF/bf:Work/bf:expressionOf/bf:Hub/bf:legalDate,"1969
1789-1797
1816"
,/rdf:RDF/bf:Work/bf:tableOfContents/bf:TableOfContents/rdfs:label,"Claims to the soil of Connecticut.--Boundary dispute with Rhode Island.--Boundary dispute with Massachusetts.--Boundary dispute with New York.
[1.] Fabels, apologen, komische verhalen, novellen -- [2.] Mythische, historische, didactische, verhalen, gebruiken en levenswijze.
神秘高原　--　雷庫驚魂."
,/rdf:RDF/bf:Work/bf:tableOfContents/bf:TableOfContents/bf:electronicLocator,"http://www.ilibri.casalini.it/toc/04901055.pdf
http://www.ilibri.casalini.it/toc/09786635.pdf
http://www.ilibri.casalini.it/toc/06518133.pdf"
,/rdf:RDF/bf:Work/bflc:governmentPubType/bflc:GovernmentPubType/rdfs:label,"international intergovernmental
state"
,/rdf:RDF/bf:Work/bf:references/bf:Work/bf:title/bf:Title/bf:mainTitle,"Hugo, T. Bewick collector
Smith, J.S. Catalogue of Books
Rocq, M.M. California local hist"
,/rdf:RDF/bf:Work/bf:references/bf:Work/bf:note/bf:Note/rdf:type,http://id.loc.gov/vocabulary/mnotetype/loc
,/rdf:RDF/bf:Work/bf:references/bf:Work/bf:note/bf:Note/rdfs:label,"253
26
5808"
,/rdf:RDF/bf:Work/bf:references/bf:Work/bf:electronicLocator,"http://www.wikidata.org/entity/Q105643549
http://www.wikidata.org/entity/Q105584166
http://www.wikidata.org/entity/Q107432660"
,/rdf:RDF/bf:Work/bf:notation/bf:Script/rdfs:label,"Cyrillic
Basic roman
Extended roman"
,/rdf:RDF/bf:Work/bf:notation/bf:MusicNotation/rdfs:label,staff notation
,/rdf:RDF/bf:Work/bf:notation/bf:MusicNotation/bf:source/bf:Source/bf:code,rdafmn
,/rdf:RDF/bf:Work/bf:notation/bf:Notation/rdfs:label,"Fraktur
(Cyrillic)"
,/rdf:RDF/bf:Work/bf:intendedAudience/bf:IntendedAudience/rdfs:label,"adult
juvenile"
,/rdf:RDF/bf:Work/bf:intendedAudience/bf:IntendedAudience/bf:source/bf:Source/bf:code,"lcdgt
tlctarget"
,/rdf:RDF/bf:Work/bf:intendedAudience/bf:IntendedAudience/bf:note/bf:Note/rdfs:label,interest age level
,/rdf:RDF/bf:Work/bf:intendedAudience/bf:IntendedAudience/bflc:demographicGroup/bflc:DemographicGroup/rdfs:label,"Age group
Educational level group"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/rdf:type,http://id.loc.gov/ontologies/bflc/Uncontrolled
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:title/bf:Title/bflc:nonSortNum,0
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:title/bf:Title/bf:mainTitle,"Zakuleu y la muerte de los dioses
Teaming up for animal agriculture
Journal of animal science"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:partNumber,"Supplement 1
No. 1-3
6"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:partName,"Joint annual meeting abstracts
Subject sempervirens
Completed studies"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bflc:applicableInstitution/bf:Agent/bf:code,CtY-LW
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,Kulʹtura--Mystet︠s︡tvo--Osvita : naukovo-metodychnyĭ zbirnyk
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:hasInstance/bf:Instance/bf:part,Vypusk 1
,/rdf:RDF/bf:Work/bf:hasPart/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,https://library.yale.edu/data/7688583#Work774-13
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/rdf:type,http://id.loc.gov/ontologies/bibframe/Person
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/bflc:marcKey,"70012$aFrayn, Michael$tDonkeys' years.
70012$aLoewinsohn, Ron.$tThese worlds have always moved in harmony.$f1968.
70012$aWakoski, Diane.$tTalking from Christmas country.$f1968."
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:contribution/bf:Contribution/bf:agent/bf:Agent/rdfs:label,"Frayn, Michael
Loewinsohn, Ron
Wakoski, Diane"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:contribution/bf:Contribution/bf:role/bf:Role/rdfs:label,"author
photographer"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:contribution/bf:Contribution/bflc:applicableInstitution/bf:Agent/bf:code,"796
CtY-LW"
