Select,XPath,Examples
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:title/bf:Title/bf:mainTitle,"Donkeys' years
These worlds have always moved in harmony. 1968.
Talking from Christmas country. 1968."
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:title/bf:Title/bf:partNumber,"book 7
no. 2, op. 19
K. 543"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:title/bf:Title/bf:partName,"Avot. English. 1975.
Sonatas
N.T."
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:title/bf:Title/bflc:nonSortNum,4
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bflc:marcKey,"70012$aFrayn, Michael$tDonkeys' years.
70012$aLoewinsohn, Ron.$tThese worlds have always moved in harmony.$f1968.
70012$aWakoski, Diane.$tTalking from Christmas country.$f1968."
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:originDate,"1968
1982"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:musicMedium/bf:MusicMedium/rdfs:label,"voices (5)
piano, flute, clarinets (2), violin, double bass
piano"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:language/bf:Language/rdfs:label,"English
Spanish. 1978."
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:version,Libretto
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/rdf:type,http://id.loc.gov/ontologies/bibframe/Arrangement
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:musicKey,"B♭ major
E♭ major
C major"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bflc:applicableInstitution/bf:Agent/bf:code,"796
CtY-LW"
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:legalDate,1809
,/rdf:RDF/bf:Work/bf:hasPart/bf:Hub/bf:identifiedBy/bf:Issn/rdf:value,Selections
,/rdf:RDF/bf:Work/bf:dissertation/bf:Dissertation/rdfs:label,"Thesis (M.D.) (M.P.H.)--Yale University, 1982.
Thesis (M.P.H.) - Yale University, 1988.
Thesis (Ph. D.)--University of Southern California, 1982."
,/rdf:RDF/bf:Work/bf:dissertation/bf:Dissertation/bf:degree,"Ph. D.
doctoral"
,/rdf:RDF/bf:Work/bf:dissertation/bf:Dissertation/bf:grantingInstitution/bf:Agent/rdfs:label,"University of Illinois at Urbana-Champaign
Florida State University
Uppsala University"
,/rdf:RDF/bf:Work/bf:dissertation/bf:Dissertation/bf:date,"1980
1974
1983"
,/rdf:RDF/bf:Work/bf:dissertation/bf:Dissertation/bf:identifiedBy/bf:DissertationIdentifier/rdf:value,670
,/rdf:RDF/bf:Work/bf:dissertation/bf:Dissertation/bf:note/bf:Note/rdfs:label,"(Submitted in partial fulfullment of the requirements of the Master of Strategic Studies Degree)
Thesis
Slightly revised"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:title/bf:Title/bf:mainTitle,"Indochina newsletter (Portland, Or.)
Gross- und Einzelhandel, Gastgewerbe, Reiseverkehr. Reihe 3: Einzelhandel. I. Umsätze und Beschäftigte (Messzahlen)"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:title/bf:Title/bf:qualifier,"1940
U.S. edition
New York"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Indochina newsletter (Portland, Or.)
Gross- und Einzelhandel, Gastgewerbe, Reiseverkehr. Reihe 3: Einzelhandel. I. Umsätze und Beschäftigte (Messzahlen)"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/486148#Work780-27
https://library.yale.edu/data/486148#Work780-28
https://library.yale.edu/data/474102#Work780-24"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"1553143
cn 76319309
1553040"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,"OCoLC
CaOONL"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"83640907
sn 86014848
86645780"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Isbn/rdf:value,2995452
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1962-1967
July 1980
no. 1-14; 1897-1916"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,"What it has accomplished in its ...
North American edition
State Board of Agriculture, Manufactures and Mining"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"Vancouver, Pacific Rim Publications
Ottawa : Aboriginal Policing Directorate, Solicitor General Canada, [1993]-2006
[Ottawa] : Transport Canada, 2001"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Germany (West). Statistisches Bundesamt.
Rocky Mountain Council on Latin American Studies
Asia Foundation"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0008-4093
0068-824X
0375-4774"
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,Vorg
,/rdf:RDF/bf:Work/bf:continues/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/8993274#Work
https://library.yale.edu/data/8901225#Work
https://library.yale.edu/data/8904751#Work"
,/rdf:RDF/bf:Work/bf:temporalCoverage,"1739
1460/1521
177X"
,/rdf:RDF/bf:Work/bf:ensemble/bf:MusicEnsemble/bf:ensembleType,instrumental
,/rdf:RDF/bf:Work/bf:ensemble/bf:MusicEnsemble/rdfs:label,orchestra
,/rdf:RDF/bf:Work/bf:ensemble/bf:MusicEnsemble/bf:source/bf:Source,http://id.loc.gov/vocabulary/musiccodeschemes/marcmusperf
,/rdf:RDF/bf:Work/bf:ensemble/bf:MusicEnsemble/bf:count,1
,/rdf:RDF/bf:Work/bf:summary/bf:Summary/rdfs:label,"""This new translation of one of the fundamental texts of Western political thought combines strict fidelity to Aristotle's Greek with a contemporary English prose style. Lord's intention throughout is to retain Aristotle's distinctive style. The accompanying notes provide literary and historical references, call attention to textual problems, and supply other essential information and interpretation. A glossary supplies working definitions of key terms in Aristotle's philosophical-political vocabulary as well as a guide to linguistic relationships that are not always reflected in equivalent English terms. Lord's extensive introduction presents a detailed account of Aristotle's life in relation to the political situation and events of his time and then discusses the problematic character and history of Aristotle's writings in general and of the Politics in particular. Lord also outlines Aristotle's conception of political science, tracing its relation to theoretical science on the one hand and to ethics on the other. In conclusion, he briefly traces the subsequent history and influence of the Politics up to modern times.""--Publisher's description.
Data consists of the National Medical Care Utilization and Expenditure Survey on health, access to and use of medical services ... Also contains memos on public use data tape regarding errors, inconsistencies and oddities that users should be aware of.
Videotape testimony of Gina E., who was born in Grajewo, Poland in 1905. She describes her childhood during and after World War I in Białystok and Warsaw; her family's move to Berlin in 1928; and the institutionalized and legalized discrimination against Jews after 1933. She recounts the mandatory return of most of her family to Poland, including her brother, who was eventually deported to Auschwitz; her mother's hospitalization and eventual deportation; and the role of Berlin's Jewish communal organization in assisting the Nazis. Mrs. E. speaks of her forced labor in a factory; the entrance into her home of Jewish officials to take her for deportation; and her and her husband's lives in hiding between 1943 and 1945. She also recalls the changed behavior of Germans toward the end of the war; Russian activities during the liberation of Berlin; her emigration to the United States; and her visit to Berlin with her son in 1981."
,/rdf:RDF/bf:Work/bf:summary/bf:Summary/bflc:appliesTo/bflc:AppliesTo/rdfs:label,"Biographical documentation
Archives of American Art documents
Exhibition catalogs and records"
,/rdf:RDF/bf:Work/bf:originDate,"August 2, 1981
1909-1974 (inclusive)
1901-1912 (inclusive)"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:title/bf:Title/bf:mainTitle,"Fachserie 6
Contribution no.157.
Official statistics"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:title/bf:Title/bf:qualifier,v. 85-86
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Fachserie 6
Contribution no.157.
Official statistics"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/474102#Work760-23
https://library.yale.edu/data/467433#Work760-29
https://library.yale.edu/data/574946#Work760-23"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"2927804
1753024
1780686"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1898/99-194
1181
49"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"2009
2012"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"California. State Fisheries Laboratory.
Crop estimation surveys
Boletín técnico (Costa Rica. Oficina del Café. Departamento de Estudios Técnicos y Diversificación)"
,/rdf:RDF/bf:Work/bf:hasSeries/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0096-5227
0547-8464
0093-1322"
,/rdf:RDF/bf:Work/bflc:indexedIn/bf:Work/bf:title/bf:Title/bf:mainTitle,"Library literature
Computer & control abstracts
Electrical & electronics abstracts"
,/rdf:RDF/bf:Work/bflc:indexedIn/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0024-2373
0036-8113
0036-8105"
,/rdf:RDF/bf:Work/bflc:indexedIn/bf:Work/bf:note/bf:Note/rdf:type,http://id.loc.gov/vocabulary/mnotetype/coverage
,/rdf:RDF/bf:Work/bflc:indexedIn/bf:Work/bf:note/bf:Note/rdfs:label,Jan. 1972-
,/rdf:RDF/bf:Work/bflc:indexedIn/bf:Work/bf:electronicLocator,"http://www.wikidata.org/entity/Q107432665
http://www.wikidata.org/entity/Q107447803
http://www.wikidata.org/entity/Q107432660"
,/rdf:RDF/bf:Work/bf:place/bf:Place/rdf:type,http://www.loc.gov/mads/rdf/v1#HierarchicalGeographic
,/rdf:RDF/bf:Work/bf:place/bf:Place/rdfs:label,"Germany--Berlin.
United States--New York (State)--New York."
,/rdf:RDF/bf:Work/bf:place/bf:Place/madsrdf:componentList/madsrdf:Country/rdfs:label,"Germany
United States"
,/rdf:RDF/bf:Work/bf:place/bf:Place/madsrdf:componentList/madsrdf:City/rdfs:label,"Berlin
New York"
,/rdf:RDF/bf:Work/bf:place/bf:Place/madsrdf:componentList/madsrdf:State/rdfs:label,New York (State)
,/rdf:RDF/bf:Work/bf:place/bf:Place/madsrdf:componentList/madsrdf:County/rdfs:label,"New York
Sagadahoc
San Diego"
,/rdf:RDF/bf:Work/bf:place/bf:Place/madsrdf:componentList/madsrdf:CitySection/rdfs:label,"Wilmersdorf
Brooklyn"
,/rdf:RDF/bf:Work/bf:place/bf:Place/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,"bookseller
publisher
publication place"
,/rdf:RDF/bf:Work/bf:place/bf:Place/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/1267952#Work
https://library.yale.edu/data/3285561#Work"
,/rdf:RDF/bf:Work/bf:place/bf:Place/bf:source/bf:Source/bf:code,"naf
lcsh/naf"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:title/bf:Title/bf:mainTitle,"Human factors
Genome (Online)"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:title/bf:Title/bf:qualifier,"Microfiche
Toronto"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Human factors
Genome (Online)"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"6611956
8694054
39737252"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"cn 99790010
2004236896
86643226"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Isbn/rdf:value,"0818619198
0470858990
0818668075"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Local/rdf:value,"3017293
APR CD 1095
611587109521"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/465047#Work776-42
https://library.yale.edu/data/465047#Work776-43
https://library.yale.edu/data/725591#Work776-54"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"[Toronto] : Microfilmed by Archives of Ontario, [1990 or 1991]-
New York, Cosmopolitan book Corp., 1929
Cochabamba, Bolivia : Los Amigos del Libro, 1980"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,"[3d trade ed.].
[1st ed.]."
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1971-
1983-
class 3, vol.9"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:extent/bf:Extent/rdfs:label,"x, 42 p.
vii, 67 p.
1, 32 p."
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:seriesStatement,"Wiley trading series
Advanced materials research ; v. 96
Practice planners"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:hasInstance/bf:Instance/bf:note/bf:Note/rdfs:label,Druck-Ausgabe
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"1480-3321
1479-7801
0315-0208"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,Online version
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/722392#Work
https://library.yale.edu/data/718323#Work"
,/rdf:RDF/bf:Work/bf:otherPhysicalFormat/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Coolidge, Calvin, 1872-1933
Sánchez Parga, José
Groton (Mass.)"
,/rdf:RDF/bf:Work/bf:cartographicAttributes/bf:Cartographic/bf:relief/bf:Relief/rdfs:label,"pictorially
gradient and bathymetric tints
spot heights"
,/rdf:RDF/bf:Work/bf:cartographicAttributes/bf:Cartographic/bf:coordinates,"E0340000 E0600000 N0320000 N0120000
E 34--E 60/N 32--N 12
E0080000 E0100000 N0513000 N0493000"
,/rdf:RDF/bf:Work/bf:cartographicAttributes/bf:Cartographic/bf:projection/bf:Projection/rdfs:label,"or 14 miles to the in.
or 10 kilometers to 1 cm.
Lambert's conformal conic"
,/rdf:RDF/bf:Work/bf:scale/bf:Scale/rdfs:label,"Scale not given
Scale [ca. 1:95,000].
Scale 1 : 2,500,000"
,/rdf:RDF/bf:Work/bf:scale/bf:Scale/rdf:value,"2600000
259000
2500000"
,/rdf:RDF/bf:Work/bf:voice/bf:MusicVoice/bf:voiceType,voice
,/rdf:RDF/bf:Work/bf:voice/bf:MusicVoice/bf:count,"1
4"
,/rdf:RDF/bf:Work/bf:voice/bf:MusicVoice/bf:source/bf:Source,http://id.loc.gov/vocabulary/musiccodeschemes/marcmusperf
,/rdf:RDF/bf:Work/bf:voice/bf:MusicVoice/rdfs:label,"mixed chorus
soprano
alto"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:title/bf:Title/bf:mainTitle,"Program and abstracts
Joint annual meeting abstracts
Biennial Symposium on Animal Reproduction"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:title/bf:Title/bf:qualifier,Supplement
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"American Dairy Science Association. Meeting.
American Dairy Science Association
Symposium on Animal Reproduction"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Program and abstracts
Joint annual meeting abstracts
Biennial Symposium on Animal Reproduction"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"sn 99041593
2007238913
90640989"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"39109970
52787495
20849843"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/725643#Work770-40
https://library.yale.edu/data/725643#Work770-41
https://library.yale.edu/data/725643#Work770-42"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1998-
1953/54-61
v. 30-"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0890-0108
1048-0943
0301-4193"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,"Supplement (work)
Has supplement"
,/rdf:RDF/bf:Work/bf:supplement/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/12059872#Work
https://library.yale.edu/data/12060262#Work
https://library.yale.edu/data/12045645#Work"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:title/bf:Title/bf:mainTitle,"Record of proceedings of the annual meeting
Bulletin communiste
Anales del Instituto de Biología de la Universidad Nacional de México"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:title/bf:Title/bf:qualifier,Berlin. 1915-
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"American Society of Animal Production
Mexico (City). Universidad Nacional. Instituto de Biología.
University of the North"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0096-0837
0382-3881
0577-0165"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Record of proceedings of the annual meeting
Bulletin communiste
Anales del Instituto de Biología de la Universidad Nacional de México"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"9849797
1714890
2451052"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"18010265
77647485
60064115"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/725643#Work780-43
https://library.yale.edu/data/472963#Work780-32
https://library.yale.edu/data/725426#Work780-24"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1964-Oct. 1978
1887-94
nouv. ser., Mar. 1935-June 1939"
,/rdf:RDF/bf:Work/bf:precededBy/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"1953-Apr. 1956
1914-1918"
,/rdf:RDF/bf:Work/bf:collectionArrangement/bf:CollectionArrangement/bf:collectionOrganization,"Organized into five series: I. Correspondence, 1931-1973, n.d. II. Writings/Speeches, 1932-1969, n.d. III. Subject File/Notes. IV. Appointment Records/Diaries, 1929-1964. V. Personal Items and Memorabilia, 1909-1974
Correspondence is arranged alphabetically
Arranged by document number"
,/rdf:RDF/bf:Work/bf:collectionArrangement/bf:CollectionArrangement/bf:pattern,"Arranged by accession
The records are arranged byaccession
Arranged by subject"
,/rdf:RDF/bf:Work/bf:collectionArrangement/bf:CollectionArrangement/bflc:appliesTo/bflc:AppliesTo/rdfs:label,"Correspondence, accounts, and receipts
Writings by Dibdin
Correspondence"
,/rdf:RDF/bf:Work/bf:capture/bf:Capture/bf:date,"1981-01-XX/1981-12-XX
1988-01-10
1988-01-12"
,/rdf:RDF/bf:Work/bf:capture/bf:Capture/bf:place/bf:Place/rdfs:label,"Chùa Hoằng Pháp
Sendesaal des Deutschlandfunks
Greyfriars Church, Edinburgh"
,/rdf:RDF/bf:Work/bf:capture/bf:Capture/rdfs:label,"Recorded Jan.-Dec. 1981 in New York City.
Recorded on Nancarrow's modified Ampico reproducing player piano at his studio, Mexico City, Jan. 10 & 12, 1988.
Recorded June 1980 in the United Artists Auditorium, Detroit."
,/rdf:RDF/bf:Work/bf:capture/bf:Capture/bf:note/bf:Note/rdfs:label,capture
,/rdf:RDF/bf:Work/bf:capture/bf:Capture/bflc:appliesTo/bflc:AppliesTo/rdfs:label,"1st work
2nd work"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:title/bf:Title/bf:mainTitle,"Palaeontographica
Quarterly economic review of Ireland
Agricultural statistics, England and Wales"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Palaeontographica
Quarterly economic review of Ireland
Agricultural statistics, England and Wales"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"sn 77011052
77647335
sn 88013465"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"2449411
3217532
7982031"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/722392#Work780-43
https://library.yale.edu/data/577716#Work780-38
https://library.yale.edu/data/481118#Work780-21"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,総理府. 統計局.
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0142-3835
0308-2857
0164-5137"
,/rdf:RDF/bf:Work/bf:continuesInPart/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Germany (Federal Republic, 1949- ). Statistisches Bundesamt.
Ghana
Ido Kansokujo, Mizusawa, Japan"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:title/bf:Title/bf:mainTitle,"Taiwan church news
Zeitschrift für Pflanzenzüchtung
Philosophical topics"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Taiwan church news
Zeitschrift für Pflanzenzüchtung
Philosophical topics"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/752824#Work772-22
https://library.yale.edu/data/470031#Work772-29
https://library.yale.edu/data/484682#Work772-20"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"1326353
1760907
1765083"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"70008039
57004359
29022304"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:hasInstance/bf:Instance/bf:part,"1889-1917
1918-1975
<1998/99->"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0044-3298
0276-2080
0008-4360"
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Canadian literature
Contracting parties to the General Agreement on Tariffs and Trade
Library of Congress. Library of Congress Office, Jakarta."
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,Beil. zu
,/rdf:RDF/bf:Work/bf:supplementTo/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,https://library.yale.edu/data/9055573#Work
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:title/bf:Title/bf:mainTitle,"Scientific American. Japanese. Saiensu
Scientific American. Japanese. Nikkei saiensu
Value line investment survey (Canadian ed.)"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:title/bf:Title/bf:qualifier,"Milan
United Church of Christ
Ed. française"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0386-4324
0917-009X
1055-6354"
